Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,Market_Price,Cost_of_Cultivation,Revenue,Profit,ROI,Crop_encoded,State_encoded,Season_encoded
Coconut ,2015,Whole Year ,Puducherry,1941.0,28632000,1980.6,306503.31,640.53,12467.6075,11000.0,155836.0,137143682.5,136987846.5,87905.13520624246,3,21,4
Cotton(lint),2015,Kharif     ,Puducherry,118.0,271,1980.6,18633.38,38.94,1.795,52000.0,82200.0,93340.0,11140.0,13.552311435523116,4,21,1
Arecanut,2015,Rabi       ,Assam,65102.0,55232,2155.3,10280256.82,21483.66,0.895185185,250000.0,244365.0,223796.29624999998,-20568.703750000015,-8.417205307634077,0,2,2
Arhar/Tur,2015,Kharif     ,Assam,6366.0,5600,2155.3,1005255.06,2100.78,0.868148148,6200.0,71370.0,5382.5185175999995,-65987.4814824,-92.4582898730559,1,2,1
Castor seed,2015,Kharif     ,Assam,881.0,407,2155.3,139118.71,290.73,0.591538462,5300.0,40000.0,3135.1538486000004,-36864.8461514,-92.1621153785,2,2,1
Coconut ,2015,Whole Year ,Assam,20602.0,154656000,2155.3,3253261.82,6798.66,7708.538889,11000.0,155836.0,84793927.779,84638091.779,54312.284567750714,3,2,4
Cotton(lint),2015,Kharif     ,Assam,921.0,439,2155.3,145435.11,303.93,0.536666667,52000.0,82200.0,27906.666684,-54293.333316000004,-66.05028383941607,4,2,1
Arecanut,2015,Rabi       ,Meghalaya,16965.0,26802,3870.8,2678943.15,5598.45,1.436363636,250000.0,244365.0,359090.909,114725.90899999999,46.948584699118115,0,17,2
Arhar/Tur,2015,Kharif     ,Meghalaya,1153.0,1493,3870.8,182070.23,380.49,1.114,6200.0,71370.0,6906.8,-64463.2,-90.3225444864789,1,17,1
Castor seed,2015,Rabi       ,Meghalaya,72.0,65,3870.8,11369.52,23.76,1.004,5300.0,40000.0,5321.2,-34678.8,-86.697,2,17,2
Cotton(lint),2015,Kharif     ,Meghalaya,7295.0,8928,3870.8,1151953.45,2407.35,1.176,52000.0,82200.0,61152.0,-21048.0,-25.605839416058394,4,17,1
Arecanut,2015,Whole Year ,Goa,1783.0,2960,2587.1,281553.53,588.39,1.665,250000.0,244365.0,416250.0,171885.0,70.3394512307409,0,6,4
Coconut ,2015,Whole Year ,Goa,25818.0,129400000,2587.1,4076920.38,8519.94,5011.155,11000.0,155836.0,55122705.0,54966869.0,35272.25352293437,3,6,4
Arecanut,2015,Whole Year ,Karnataka,247927.0,2430194,1024.9,39150152.57,81815.91,10.21047619,250000.0,244365.0,2552619.0475,2308254.0475,944.5927393448324,0,12,4
Arhar/Tur,2015,Kharif     ,Karnataka,657354.0,241626,1024.9,103802770.1,216926.82,0.41962963,6200.0,71370.0,2601.703706,-68768.296294,-96.35462560459577,1,12,1
Castor seed,2015,Kharif     ,Karnataka,9347.0,4911,1024.9,1475984.77,3084.51,0.514,5300.0,40000.0,2724.2000000000003,-37275.8,-93.18950000000001,2,12,1
Coconut ,2015,Whole Year ,Karnataka,441100.0,3688825000,1024.9,69654101.0,145563.0,8706.411724,11000.0,155836.0,95770528.964,95614692.964,61355.972281116046,3,12,4
Cotton(lint),2015,Kharif     ,Karnataka,599083.0,1099880,1024.9,94601196.53,197697.39,1.961666667,52000.0,82200.0,102006.666684,19806.666683999996,24.095701562043793,4,12,1
Cotton(lint),2015,Rabi       ,Karnataka,41696.0,49826,1024.9,6584215.36,13759.68,1.213636364,52000.0,82200.0,63109.090928000005,-19090.909071999995,-23.224950209245737,4,12,2
Cotton(lint),2015,Summer     ,Karnataka,1105.0,2341,1024.9,174490.55,364.65,2.101428571,52000.0,82200.0,109274.285692,27074.285692000005,32.93708721654502,4,12,3
Arecanut,2015,Whole Year ,Kerala,99125.71,132452,2602.9,15652940.87,32711.4843,0.96,250000.0,244365.0,240000.0,-4365.0,-1.7862623534466886,0,13,4
Arhar/Tur,2015,Whole Year ,Kerala,1431.0,1845,2602.9,225969.21,472.23,1.193333333,6200.0,71370.0,7398.6666646,-63971.3333354,-89.63336602970435,1,13,4
Coconut ,2015,Whole Year ,Kerala,790223.0,5873000000,2602.9,124784113.9,260773.59,6721.946429,11000.0,155836.0,73941410.719,73785574.719,47348.2216682923,3,13,4
Cotton(lint),2015,Kharif     ,Kerala,109.0,196,2602.9,17212.19,35.97,1.8,52000.0,82200.0,93600.0,11400.0,13.86861313868613,4,13,1
Arecanut,2015,Whole Year ,Tamil Nadu,6884.0,11829,1201.9,1087052.44,2271.72,1.597142857,250000.0,244365.0,399285.71424999996,154920.71424999996,63.397259939025616,0,23,4
Castor seed,2015,Kharif     ,Tamil Nadu,5495.0,1763,1201.9,867715.45,1813.35,0.325416667,5300.0,40000.0,1724.7083350999999,-38275.2916649,-95.68822916225001,2,23,1
Coconut ,2015,Whole Year ,Tamil Nadu,434875.0,5962500000,1201.9,68671111.25,143508.75,11907.64581,11000.0,155836.0,130984103.91,130828267.91,83952.53209142946,3,23,4
Cotton(lint),2015,Kharif     ,Tamil Nadu,102251.0,190658,1201.9,16146455.41,33742.83,2.151851852,52000.0,82200.0,111896.296304,29696.296304000003,36.12688114841849,4,23,1
Cotton(lint),2015,Rabi       ,Tamil Nadu,45836.0,136001,1201.9,7237962.76,15125.88,2.932857143,52000.0,82200.0,152508.571436,70308.571436,85.53354189294403,4,23,2
Arecanut,2016,Kharif     ,Andhra Pradesh,564.0,2367,890.0,86433.0,197.4,3.9125,250000.0,244365.0,978125.0,733760.0,300.27213389806235,0,0,1
Arhar/Tur,2016,Kharif     ,Andhra Pradesh,342883.0,129160,890.0,52546819.75,120009.05,0.493076923,6200.0,71370.0,3057.0769226,-68312.9230774,-95.71657990388118,1,0,1
Arhar/Tur,2016,Rabi       ,Andhra Pradesh,6555.0,3818,890.0,1004553.75,2294.25,0.481818182,6200.0,71370.0,2987.2727284,-68382.7272716,-95.81438597674092,1,0,2
Castor seed,2016,Kharif     ,Andhra Pradesh,32292.0,15195,890.0,4948749.0,11302.2,0.511111111,5300.0,40000.0,2708.8888883,-37291.1111117,-93.22777777924999,2,0,1
Castor seed,2016,Rabi       ,Andhra Pradesh,527.0,274,890.0,80762.75,184.45,0.52,5300.0,40000.0,2756.0,-37244.0,-93.11,2,0,2
Coconut ,2016,Whole Year ,Andhra Pradesh,102548.0,1415300000,890.0,15715481.0,35891.8,13934.1225,11000.0,155836.0,153275347.5,153119511.5,98256.82865319953,3,0,4
Cotton(lint),2016,Kharif     ,Andhra Pradesh,463437.0,1544526,890.0,71021720.25,162202.95,2.633076923,52000.0,82200.0,136919.999996,54719.999996,66.56934306082725,4,0,1
Cotton(lint),2016,Rabi       ,Andhra Pradesh,8092.0,19547,890.0,1240099.0,2832.2,2.201428571,52000.0,82200.0,114474.285692,32274.285692000005,39.26312127980536,4,0,2
Arecanut,2016,Kharif     ,Puducherry,53.0,93,1391.3,8122.25,18.55,1.75,250000.0,244365.0,437500.0,193135.0,79.03545925152947,0,21,1
Coconut ,2016,Whole Year ,Puducherry,1930.0,21737000,1391.3,295772.5,675.5,10804.615,11000.0,155836.0,118850765.0,118694929.0,76166.56549192741,3,21,4
Cotton(lint),2016,Kharif     ,Puducherry,296.0,539,1391.3,45362.0,103.6,1.785,52000.0,82200.0,92820.0,10620.0,12.91970802919708,4,21,1
Arecanut,2016,Rabi       ,Assam,66800.0,49687,2296.8,10237100.0,23380.0,0.77037037,250000.0,244365.0,192592.5925,-51772.4075,-21.18650686473104,0,2,2
Arhar/Tur,2016,Kharif     ,Assam,5721.0,4910,2296.8,876743.25,2002.35,0.845925926,6200.0,71370.0,5244.7407412,-66125.2592588,-92.65133705870814,1,2,1
Castor seed,2016,Kharif     ,Assam,744.0,346,2296.8,114018.0,260.4,0.624347826,5300.0,40000.0,3309.0434778000003,-36690.9565222,-91.7273913055,2,2,1
Coconut ,2016,Whole Year ,Assam,20041.0,161658000,2296.8,3071283.25,7014.35,8735.670741,11000.0,155836.0,96092378.151,95936542.151,61562.50298454785,3,2,4
Cotton(lint),2016,Kharif     ,Assam,882.0,427,2296.8,135166.5,308.7,0.567272727,52000.0,82200.0,29498.181804,-52701.818196,-64.11413405839416,4,2,1
Arecanut,2016,Rabi       ,Meghalaya,18190.0,23931,3837.1,2787617.5,6366.5,1.291818182,250000.0,244365.0,322954.5455,78589.54550000001,32.16072084791194,0,17,2
Arhar/Tur,2016,Kharif     ,Meghalaya,1173.0,1517,3837.1,179762.25,410.55,1.118,6200.0,71370.0,6931.6,-64438.4,-90.28779599271402,1,17,1
Castor seed,2016,Rabi       ,Meghalaya,72.0,65,3837.1,11034.0,25.2,1.004,5300.0,40000.0,5321.2,-34678.8,-86.697,2,17,2
Cotton(lint),2016,Kharif     ,Meghalaya,7255.0,8707,3837.1,1111828.75,2539.25,1.156,52000.0,82200.0,60111.99999999999,-22088.000000000007,-26.871046228710473,4,17,1
Arecanut,2016,Whole Year ,Goa,1810.0,3101,3266.9,277382.5,633.5,1.725,250000.0,244365.0,431250.0,186885.0,76.47780983365048,0,6,4
Coconut ,2016,Whole Year ,Goa,25913.0,132160000,3266.9,3971167.25,9069.55,5087.315,11000.0,155836.0,55960464.99999999,55804628.99999999,35809.844323519595,3,6,4
Arecanut,2016,Whole Year ,Karnataka,254640.0,2586795,1147.2,39023580.0,89124.0,10.12181818,250000.0,244365.0,2530454.545,2286089.545,935.5224950381601,0,12,4
Arhar/Tur,2016,Kharif     ,Karnataka,1213836.0,1212287,1147.2,186020367.0,424842.6,0.686666667,6200.0,71370.0,4257.3333354,-67112.6666646,-94.03484190079865,1,12,1
Castor seed,2016,Kharif     ,Karnataka,9527.0,4722,1147.2,1460012.75,3334.45,0.506086957,5300.0,40000.0,2682.2608720999997,-37317.7391279,-93.29434781975,2,12,1
Coconut ,2016,Whole Year ,Karnataka,437099.0,3417203000,1147.2,66985421.75,152984.65,7996.762143,11000.0,155836.0,87964383.573,87808547.573,56346.76684013963,3,12,4
Cotton(lint),2016,Kharif     ,Karnataka,484953.0,1016054,1147.2,74319047.25,169733.55,2.371304348,52000.0,82200.0,123307.82609599999,41107.82609599999,50.00952079805352,4,12,1
Cotton(lint),2016,Rabi       ,Karnataka,24614.0,7868,1147.2,3772095.5,8614.9,0.343,52000.0,82200.0,17836.0,-64364.0,-78.30170316301704,4,12,2
Arecanut,2016,Whole Year ,Kerala,97696.0,116839,2924.3,14971912.0,34193.6,0.883571429,250000.0,244365.0,220892.85725,-23472.14275,-9.605361958545618,0,13,4
Arhar/Tur,2016,Whole Year ,Kerala,176.0,278,2924.3,26972.0,61.6,1.58,6200.0,71370.0,9796.0,-61574.0,-86.27434496286955,1,13,4
Coconut ,2016,Whole Year ,Kerala,781496.0,5384000000,2924.3,119764262.0,273523.6,6418.719286,11000.0,155836.0,70605912.146,70450076.146,45207.83140352678,3,13,4
Cotton(lint),2016,Whole Year ,Kerala,80.0,120,2924.3,12260.0,28.0,1.5,52000.0,82200.0,78000.0,-4200.0,-5.109489051094891,4,13,4
Arecanut,2016,Whole Year ,Tamil Nadu,7078.0,12708,912.4,1084703.5,2477.3,1.477272727,250000.0,244365.0,369318.18175,124953.18174999999,51.13382921040247,0,23,4
Arhar/Tur,2016,Kharif     ,Tamil Nadu,56560.0,37053,912.4,8667820.0,19796.0,0.591034483,6200.0,71370.0,3664.4137946000005,-67705.5862054,-94.86561048816029,1,23,1
Castor seed,2016,Kharif     ,Tamil Nadu,4705.0,1470,912.4,721041.25,1646.75,0.29375,5300.0,40000.0,1556.875,-38443.125,-96.1078125,2,23,1
Coconut ,2016,Whole Year ,Tamil Nadu,435621.0,4706400000,912.4,66758918.25,152467.35,10719.08742,11000.0,155836.0,117909961.62,117754125.62,75562.85172874047,3,23,4
Cotton(lint),2016,Kharif     ,Tamil Nadu,93679.0,121177,912.4,14356306.75,32787.65,1.335,52000.0,82200.0,69420.0,-12780.0,-15.547445255474452,4,23,1
Cotton(lint),2016,Rabi       ,Tamil Nadu,54532.0,80339,912.4,8357029.0,19086.2,1.55037037,52000.0,82200.0,80619.25924,-1580.7407600000006,-1.9230422871046235,4,23,2
Arecanut,2017,Kharif     ,Andhra Pradesh,697.0,4369,868.2,109735.68,264.86,5.5825,250000.0,244365.0,1395625.0,1151260.0,471.12311501237906,0,0,1
Arhar/Tur,2017,Kharif     ,Andhra Pradesh,275367.0,116695,868.2,43353780.48,104639.46,0.567692308,6200.0,71370.0,3519.6923096,-67850.3076904,-95.0683868437719,1,0,1
Arhar/Tur,2017,Rabi       ,Andhra Pradesh,4148.0,3394,868.2,653061.12,1576.24,0.55,6200.0,71370.0,3410.0000000000005,-67960.0,-95.222082107328,1,0,2
Castor seed,2017,Kharif     ,Andhra Pradesh,30904.0,20126,868.2,4865525.76,11743.52,0.8425,5300.0,40000.0,4465.25,-35534.75,-88.836875,2,0,1
Castor seed,2017,Rabi       ,Andhra Pradesh,906.0,723,868.2,142640.64,344.28,0.856,5300.0,40000.0,4536.8,-35463.2,-88.65799999999999,2,0,2
Coconut ,2017,Whole Year ,Andhra Pradesh,103968.0,1397800000,868.2,16368721.92,39507.84,12746.54,11000.0,155836.0,140211940.0,140056104.0,89874.03680792628,3,0,4
Cotton(lint),2017,Kharif     ,Andhra Pradesh,643942.0,2083754,868.2,101382228.5,244697.96,2.660769231,52000.0,82200.0,138360.000012,56160.000012000004,68.32116789781023,4,0,1
Cotton(lint),2017,Rabi       ,Andhra Pradesh,2097.0,4116,868.2,330151.68,796.86,2.116,52000.0,82200.0,110032.0,27832.0,33.858880778588805,4,0,2
Arecanut,2017,Kharif     ,Puducherry,52.0,78,1582.4,8186.88,19.76,1.5,250000.0,244365.0,375000.0,130635.0,53.45896507273955,0,21,1
Coconut ,2017,Whole Year ,Puducherry,1910.0,20895000,1582.4,300710.4,725.8,11820.71,11000.0,155836.0,130027809.99999999,129871973.99999999,83338.87805128467,3,21,4
Cotton(lint),2017,Kharif     ,Puducherry,154.0,164,1582.4,24245.76,58.52,1.42,52000.0,82200.0,73840.0,-8360.0,-10.170316301703162,4,21,1
Arecanut,2017,Rabi       ,Assam,67062.0,52876,2098.563636,10558241.28,25483.56,0.827037037,250000.0,244365.0,206759.25925,-37605.74075,-15.389168150103327,0,2,2
Arhar/Tur,2017,Kharif     ,Assam,5609.0,4672,2098.563636,883080.96,2131.42,0.821111111,6200.0,71370.0,5090.8888882,-66279.1111118,-92.86690641978423,1,2,1
Castor seed,2017,Kharif     ,Assam,758.0,357,2098.563636,119339.52,288.04,0.6,5300.0,40000.0,3180.0,-36820.0,-92.05,2,2,1
Coconut ,2017,Whole Year ,Assam,19917.0,178353000,2098.563636,3135732.48,7568.46,9156.942222,11000.0,155836.0,100726364.442,100570528.442,64536.13314125106,3,2,4
Cotton(lint),2017,Kharif     ,Assam,771.0,378,2098.563636,121386.24,292.98,0.602777778,52000.0,82200.0,31344.444456,-50855.555544,-61.868072437956215,4,2,1
Arecanut,2017,Rabi       ,Meghalaya,18209.0,23985,4472.3,2866824.96,6919.42,1.294545455,250000.0,244365.0,323636.36374999996,79271.36374999996,32.4397371759458,0,17,2
Arhar/Tur,2017,Kharif     ,Meghalaya,1178.0,1525,4472.3,185464.32,447.64,1.118,6200.0,71370.0,6931.6,-64438.4,-90.28779599271402,1,17,1
Castor seed,2017,Rabi       ,Meghalaya,72.0,65,4472.3,11335.68,27.36,1.004,5300.0,40000.0,5321.2,-34678.8,-86.697,2,17,2
Cotton(lint),2017,Kharif     ,Meghalaya,7255.0,8791,4472.3,1142227.2,2756.9,1.17,52000.0,82200.0,60839.99999999999,-21360.000000000007,-25.985401459854025,4,17,1
Arecanut,2017,Whole Year ,Goa,1836.0,3299,2772.5,289059.84,697.68,1.92,250000.0,244365.0,480000.0,235635.0,96.42747529310662,0,6,4
Coconut ,2017,Whole Year ,Goa,26169.0,131600000,2772.5,4120047.36,9944.22,5027.095,11000.0,155836.0,55298045.0,55142209.0,35384.76924459047,3,6,4
Arecanut,2017,Whole Year ,Karnataka,279459.0,3030925,1111.7,43998024.96,106194.42,10.92,250000.0,244365.0,2730000.0,2485635.0,1017.1812657295438,0,12,4
Arhar/Tur,2017,Kharif     ,Karnataka,884913.0,839563,1111.7,139320702.7,336266.94,0.844074074,6200.0,71370.0,5233.2592588,-66136.7407412,-92.66742432562702,1,12,1
Castor seed,2017,Kharif     ,Karnataka,7125.0,4585,1111.7,1121760.0,2707.5,0.644761905,5300.0,40000.0,3417.2380964999998,-36582.7619035,-91.45690475875,2,12,1
Coconut ,2017,Whole Year ,Karnataka,446607.0,3531305000,1111.7,70313806.08,169710.66,8182.769667,11000.0,155836.0,90010466.337,89854630.337,57659.738659231494,3,12,4
Cotton(lint),2017,Kharif     ,Karnataka,521372.0,1824810,1111.7,82084807.68,198121.36,3.038636364,52000.0,82200.0,158009.090928,75809.09092799999,92.22517144525546,4,12,1
Cotton(lint),2017,Rabi       ,Karnataka,25572.0,19276,1111.7,4026055.68,9717.36,0.75,52000.0,82200.0,39000.0,-43200.0,-52.55474452554745,4,12,2
Arecanut,2017,Whole Year ,Kerala,94580.0,108516,2664.8,14890675.2,35940.4,0.850714286,250000.0,244365.0,212678.5715,-31686.42850000001,-12.966844065230296,0,13,4
Arhar/Tur,2017,Whole Year ,Kerala,207.0,323,2664.8,32590.08,78.66,1.56,6200.0,71370.0,9672.0,-61698.0,-86.44808743169399,1,13,4
Coconut ,2017,Whole Year ,Kerala,760443.0,5230000000,2664.8,119724145.9,288968.34,6400.547143,11000.0,155836.0,70406018.573,70250182.573,45079.559647963244,3,13,4
Cotton(lint),2017,Whole Year ,Kerala,84.0,132,2664.8,13224.96,31.92,1.57,52000.0,82200.0,81640.0,-560.0,-0.6812652068126521,4,13,4
Arecanut,2017,Whole Year ,Tamil Nadu,6740.0,14926,970.9,1061145.6,2561.2,2.313043478,250000.0,244365.0,578260.8695,333895.86950000003,136.63817220142002,0,23,4
Arhar/Tur,2017,Kharif     ,Tamil Nadu,49225.0,53786,970.9,7749984.0,18705.5,1.103928571,6200.0,71370.0,6844.3571402,-64525.6428598,-90.41003623343141,1,23,1
Castor seed,2017,Kharif     ,Tamil Nadu,4374.0,1419,970.9,688642.56,1662.12,0.3748,5300.0,40000.0,1986.44,-38013.56,-95.03389999999999,2,23,1
Coconut ,2017,Whole Year ,Tamil Nadu,436024.0,4176500000,970.9,68647618.56,165689.12,9387.334516,11000.0,155836.0,103260679.67600001,103104843.67600001,66162.40385790191,3,23,4
Cotton(lint),2017,Kharif     ,Tamil Nadu,138290.0,337,970.9,21772377.6,52550.2,0.0,52000.0,82200.0,0.0,-82200.0,-100.0,4,23,1
Cotton(lint),2017,Rabi       ,Tamil Nadu,43341.0,101,970.9,6823607.04,16469.58,0.0,52000.0,82200.0,0.0,-82200.0,-100.0,4,23,2
Arecanut,2018,Kharif     ,Andhra Pradesh,976.0,5317,1220.5,158307.2,341.6,4.153333333,250000.0,244365.0,1038333.33325,793968.33325,324.91082325619465,0,0,1
Arhar/Tur,2018,Kharif     ,Andhra Pradesh,245675.0,44213,1220.5,39848485.0,85986.25,0.311538462,6200.0,71370.0,1931.5384644,-69438.4615356,-97.29362692391761,1,0,1
Arhar/Tur,2018,Rabi       ,Andhra Pradesh,4099.0,1352,1220.5,664857.8,1434.65,0.31,6200.0,71370.0,1922.0,-69448.0,-97.30699173322124,1,0,2
Castor seed,2018,Kharif     ,Andhra Pradesh,34682.0,14535,1220.5,5625420.4,12138.7,0.374285714,5300.0,40000.0,1983.7142842,-38016.2857158,-95.04071428949999,2,0,1
Castor seed,2018,Rabi       ,Andhra Pradesh,1839.0,637,1220.5,298285.8,643.65,0.41,5300.0,40000.0,2173.0,-37827.0,-94.56750000000001,2,0,2
Coconut ,2018,Whole Year ,Andhra Pradesh,104530.0,1571100000,1220.5,16954766.0,36585.5,15636.63231,11000.0,155836.0,172002955.41,171847119.41,110274.33931184064,3,0,4
Cotton(lint),2018,Kharif     ,Andhra Pradesh,616870.0,1482941,1220.5,100056314.0,215904.5,2.386153846,52000.0,82200.0,124079.999992,41879.999992,50.94890509975669,4,0,1
Cotton(lint),2018,Rabi       ,Andhra Pradesh,3404.0,8162,1220.5,552128.8,1191.4,2.251666667,52000.0,82200.0,117086.666684,34886.666683999996,42.44120034549878,4,0,2
Arecanut,2018,Kharif     ,Puducherry,52.0,78,1693.9,8434.4,18.2,1.5,250000.0,244365.0,375000.0,130635.0,53.45896507273955,0,21,1
Coconut ,2018,Whole Year ,Puducherry,1877.0,17923000,1693.9,304449.4,656.95,8363.155,11000.0,155836.0,91994705.0,91838869.0,58933.02510331374,3,21,4
Cotton(lint),2018,Kharif     ,Puducherry,283.0,294,1693.9,45902.6,99.05,1.515,52000.0,82200.0,78780.0,-3420.0,-4.160583941605839,4,21,1
Arecanut,2018,Rabi       ,Assam,67210.0,47324,2372.9,10901462.0,23523.5,0.727407407,250000.0,244365.0,181851.85175,-62513.14825,-25.581874757023304,0,2,2
Arhar/Tur,2018,Kharif     ,Assam,5550.0,4628,2372.9,900210.0,1942.5,0.847407407,6200.0,71370.0,5253.9259234,-66116.0740766,-92.6384672503853,1,2,1
Castor seed,2018,Kharif     ,Assam,724.0,336,2372.9,117432.8,253.4,0.62,5300.0,40000.0,3286.0,-36714.0,-91.78500000000001,2,2,1
Coconut ,2018,Whole Year ,Assam,20752.0,160226000,2372.9,3365974.4,7263.2,8664.686667,11000.0,155836.0,95311553.337,95155717.337,61061.44750699453,3,2,4
Cotton(lint),2018,Kharif     ,Assam,843.0,431,2372.9,136734.6,295.05,0.626190476,52000.0,82200.0,32561.904752,-49638.095248,-60.38697718734794,4,2,1
Arecanut,2018,Rabi       ,Meghalaya,18220.0,23999,5649.1,2955284.0,6377.0,1.294545455,250000.0,244365.0,323636.36374999996,79271.36374999996,32.4397371759458,0,17,2
Arhar/Tur,2018,Kharif     ,Meghalaya,1183.0,1532,5649.1,191882.6,414.05,1.118,6200.0,71370.0,6931.6,-64438.4,-90.28779599271402,1,17,1
Castor seed,2018,Rabi       ,Meghalaya,72.0,65,5649.1,11678.4,25.2,1.004,5300.0,40000.0,5321.2,-34678.8,-86.697,2,17,2
Cotton(lint),2018,Kharif     ,Meghalaya,7260.0,8840,5649.1,1177572.0,2541.0,1.174,52000.0,82200.0,61048.0,-21152.0,-25.732360097323603,4,17,1
Arecanut,2018,Whole Year ,Goa,1836.0,3296,4406.0,297799.2,642.6,1.895,250000.0,244365.0,473750.0,229385.0,93.86982587522763,0,6,4
Coconut ,2018,Whole Year ,Goa,26381.0,132750000,4406.0,4278998.2,9233.35,5013.69,11000.0,155836.0,55150589.99999999,54994753.99999999,35290.147334377165,3,6,4
Arecanut,2018,Whole Year ,Karnataka,476378.0,4253453,1419.1,77268511.6,166732.3,9.04,250000.0,244365.0,2260000.0,2015635.0,824.8460295050437,0,12,4
Arhar/Tur,2018,Kharif     ,Karnataka,1560680.0,945939,1419.1,253142296.0,546238.0,0.5525,6200.0,71370.0,3425.5,-67944.5,-95.20036429872496,1,12,1
Castor seed,2018,Kharif     ,Karnataka,2650.0,1520,1419.1,429830.0,927.5,0.615,5300.0,40000.0,3259.5,-36740.5,-91.85125,2,12,1
Coconut ,2018,Whole Year ,Karnataka,610234.0,4321762000,1419.1,98979954.8,213581.9,7502.488,11000.0,155836.0,82527368.0,82371532.0,52857.83259323905,3,12,4
Cotton(lint),2018,Kharif     ,Karnataka,713879.0,1398294,1419.1,115791173.8,249857.65,1.862692308,52000.0,82200.0,96860.00001599999,14660.00001599999,17.83454989781021,4,12,1
Cotton(lint),2018,Rabi       ,Karnataka,4507.0,2176,1419.1,731035.4,1577.45,0.845714286,52000.0,82200.0,43977.142872,-38222.857128,-46.499826189781025,4,12,2
Arecanut,2018,Whole Year ,Kerala,95739.29,99925,2989.7,15528912.84,33508.7515,0.795714286,250000.0,244365.0,198928.57150000002,-45436.42849999998,-18.593672784564067,0,13,4
Arhar/Tur,2018,Whole Year ,Kerala,266.0,438,2989.7,43145.2,93.1,1.65,6200.0,71370.0,10230.0,-61140.0,-85.66624632198403,1,13,4
Coconut ,2018,Whole Year ,Kerala,760946.81,5299000000,2989.7,123425572.6,266331.3835,6426.82,11000.0,155836.0,70695020.0,70539184.0,45265.01193562463,3,13,4
Cotton(lint),2018,Whole Year ,Kerala,59.4,90,2989.7,9634.68,20.79,1.51,52000.0,82200.0,78520.0,-3680.0,-4.476885644768856,4,13,4
Arecanut,2018,Whole Year ,Tamil Nadu,6952.0,13543,986.2,1127614.4,2433.2,2.0112,250000.0,244365.0,502800.0,258435.0,105.75778036952919,0,23,4
Arhar/Tur,2018,Kharif     ,Tamil Nadu,41381.0,51632,986.2,6711998.2,14483.35,1.188571429,6200.0,71370.0,7369.1428598,-64000.8571402,-89.67473327756761,1,23,1
Castor seed,2018,Kharif     ,Tamil Nadu,4756.0,1526,986.2,771423.2,1664.6,0.333636364,5300.0,40000.0,1768.2727292000002,-38231.7272708,-95.579318177,2,23,1
