Opportunity ID,Investment Type,Sector / Industry,Location,Funding Stage,Expected ROI (%),Risk Level,Minimum Investment (USD),Time Horizon (Years),IRR / CAGR,ESG Score,Last Updated
OPP17544,Real Estate,AgriTech,Uttarakhand,,17.6,High,16186.74,1,26.17,2.2,2025-02-26
OPP17555,Startup,AgriTech,Uttar Pradesh,Seed,20.23,Low,12584.99,1,24.77,3.7,2024-08-08
OPP17602,Startup,AgriTech,Meghalaya,Public,28.52,Low,32938.71,10,13.1,5.6,2025-03-18
OPP17611,Real Estate,AgriTech,Kerala,,38.76,Low,34241.04,3,29.14,7.5,2025-03-11
OPP17641,Real Estate,AgriTech,Maharashtra,,30.68,High,35357.72,7,15.93,7.5,2025-01-24
OPP17654,Real Estate,AgriTech,Assam,,9.73,Low,43931.22,3,23.55,8.6,2025-03-28
OPP17665,Startup,AgriTech,Kerala,Series C,43.33,Low,11046.21,4,19.64,7.9,2025-03-25
OPP17690,Real Estate,AgriTech,Maharashtra,,42.09,High,3444.72,5,20.84,3.6,2025-02-27
OPP17702,Real Estate,AgriTech,Tamil Nadu,,15.64,High,31451.96,5,19.28,8.1,2025-02-18
OPP17709,Startup,AgriTech,Madhya Pradesh,IPO,7.8,Medium,44239.43,6,24.07,3.4,2024-12-12
OPP17721,Startup,AgriTech,Nagaland,Series C,44.3,Medium,38082.83,4,19.95,7.0,2024-11-20
OPP17732,Real Estate,AgriTech,Jharkhand,,37.87,Medium,45326.51,1,5.58,5.3,2025-04-15
OPP17745,Real Estate,AgriTech,Rajasthan,,17.51,High,45708.72,2,28.92,7.8,2025-05-31
OPP17763,Startup,AgriTech,Kerala,Series C,40.45,Low,10734.98,1,21.57,5.3,2025-01-23
OPP17808,Startup,AgriTech,Kerala,Series C,40.69,Low,41752.51,10,25.3,8.6,2024-11-28
OPP17834,Startup,AgriTech,Bihar,Public,42.98,High,28102.33,5,7.16,3.4,2024-11-14
OPP17884,Startup,AgriTech,Gujarat,IPO,20.54,Low,28117.83,3,21.1,4.7,2024-09-17
OPP17898,Real Estate,AgriTech,Uttarakhand,,37.9,High,14525.32,4,8.27,8.8,2024-09-17
OPP17926,Real Estate,AgriTech,Rajasthan,,28.74,Medium,7396.49,8,18.93,3.7,2024-10-26
OPP17968,Startup,AgriTech,Karnataka,Series C,13.54,Low,27210.13,4,29.85,4.0,2025-05-31
OPP17987,Startup,AgriTech,Karnataka,Public,26.43,Low,36701.1,4,10.59,5.5,2024-09-07
OPP17997,Real Estate,AgriTech,Chhattisgarh,,16.23,Low,47919.74,4,9.72,2.1,2025-06-14
OPP18033,Startup,AgriTech,Arunachal Pradesh,Seed,8.61,Medium,28024.45,10,8.22,3.1,2025-06-11
OPP18151,Startup,AgriTech,Assam,Series B,16.34,High,9857.43,6,9.31,3.0,2024-07-30
OPP18153,Startup,AgriTech,Nagaland,Seed,23.72,Low,45321.11,7,13.11,7.2,2024-10-25
OPP18161,Startup,AgriTech,Kerala,Series A,9.61,Low,9386.69,4,23.2,9.9,2024-10-07
OPP18188,Startup,AgriTech,Karnataka,Seed,28.13,High,46539.33,10,12.6,7.6,2025-03-12
OPP18199,Real Estate,AgriTech,Maharashtra,,7.52,Low,7331.21,7,29.23,1.9,2025-06-21
OPP18216,Startup,AgriTech,Kerala,IPO,38.74,Medium,45056.29,10,18.98,2.4,2024-08-20
OPP18244,Startup,AgriTech,Kerala,Series B,18.86,High,12918.9,1,21.96,5.3,2024-11-24
OPP18249,Startup,AgriTech,Andhra Pradesh,Public,33.65,High,1378.2,2,19.8,7.4,2025-05-21
OPP18252,Real Estate,AgriTech,Assam,,42.61,Medium,27160.52,1,6.94,8.9,2025-05-07
OPP18253,Startup,AgriTech,Haryana,Series B,35.44,High,16043.35,6,29.6,4.7,2025-05-26
OPP18255,Startup,AgriTech,Telangana,Seed,8.9,Low,19953.29,10,25.97,3.0,2025-05-24
OPP18270,Real Estate,AgriTech,Meghalaya,,11.23,Medium,46684.11,3,5.45,1.9,2024-12-15
OPP18279,Startup,AgriTech,Uttarakhand,Series A,14.03,Medium,4467.72,8,14.76,1.7,2025-01-21
OPP18310,Startup,AgriTech,Jharkhand,Series A,33.15,Medium,43323.99,6,14.5,1.9,2025-05-07
OPP18356,Real Estate,AgriTech,Nagaland,,21.89,High,30386.08,6,21.07,1.1,2025-04-12
OPP18358,Real Estate,AgriTech,Jharkhand,,7.86,High,38324.58,7,24.44,8.1,2024-09-08
OPP18369,Startup,AgriTech,Goa,Seed,34.14,High,30083.43,1,6.03,6.8,2024-12-25
OPP18378,Startup,AgriTech,Mizoram,Seed,14.91,Low,35365.81,10,13.35,1.5,2025-02-24
OPP18405,Startup,AgriTech,Sikkim,Series A,20.4,Medium,24494.74,3,5.2,9.2,2024-08-16
OPP18415,Startup,AgriTech,Maharashtra,IPO,33.15,Medium,31058.03,3,27.42,4.4,2025-04-11
OPP18444,Real Estate,AgriTech,Chhattisgarh,,23.48,Medium,45130.02,2,16.78,9.5,2025-01-08
OPP18447,Real Estate,AgriTech,Gujarat,,20.1,Low,2944.65,7,11.7,3.4,2025-05-22
OPP18458,Startup,AgriTech,Mizoram,Series B,5.3,Low,11097.69,10,5.47,5.3,2025-02-16
OPP18459,Startup,AgriTech,Nagaland,IPO,24.2,Low,36662.42,7,17.91,1.4,2024-12-22
OPP18495,Startup,AgriTech,Punjab,Public,34.4,Low,12615.64,3,12.6,8.9,2025-01-19
OPP18582,Startup,AgriTech,Gujarat,Seed,10.37,Medium,30337.7,4,21.41,3.7,2025-07-03
OPP18588,Startup,AgriTech,Mizoram,Series C,28.49,Low,41051.96,9,17.63,1.6,2024-12-15
OPP18607,Startup,AgriTech,Sikkim,Public,42.68,High,12856.33,7,19.21,4.0,2025-04-02
OPP18616,Startup,AgriTech,Arunachal Pradesh,Series A,39.32,Medium,15426.92,2,5.43,7.3,2025-04-15
OPP18645,Real Estate,AgriTech,Meghalaya,,11.69,Low,46405.45,9,8.3,8.0,2024-08-15
OPP18666,Startup,AgriTech,Gujarat,Series B,23.25,Low,3681.87,9,9.19,4.7,2025-05-21
OPP18718,Startup,AgriTech,Manipur,Public,7.89,High,33548.87,10,25.15,8.5,2024-11-14
OPP18722,Real Estate,AgriTech,Rajasthan,,12.14,Low,17231.25,9,9.12,3.3,2024-10-14
OPP18725,Startup,AgriTech,Telangana,Series B,38.34,High,17624.45,6,15.15,3.0,2025-02-15
OPP18746,Startup,AgriTech,Haryana,Seed,40.71,Low,25519.13,7,12.17,5.4,2024-07-13
OPP18761,Real Estate,AgriTech,Tamil Nadu,,9.5,High,24165.35,9,8.3,9.9,2025-06-01
OPP18762,Startup,AgriTech,Jharkhand,Series A,38.48,Medium,24386.24,9,18.24,8.2,2024-11-16
OPP18774,Real Estate,AgriTech,Bihar,,40.46,Medium,45546.08,4,26.24,2.9,2025-03-02
OPP18788,Startup,AgriTech,Goa,Series B,21.43,High,6935.79,8,29.1,7.7,2025-03-31
OPP18803,Real Estate,AgriTech,Jharkhand,,29.4,Medium,2448.06,3,11.62,6.0,2024-11-01
OPP18824,Startup,AgriTech,Gujarat,Series C,23.75,Medium,5809.2,5,28.89,5.6,2024-10-18
OPP18827,Startup,AgriTech,Punjab,IPO,30.22,Medium,30947.86,1,14.34,9.7,2025-01-10
OPP18842,Startup,AgriTech,Tamil Nadu,Series C,43.53,High,13047.64,8,17.24,6.9,2025-03-24
OPP18866,Startup,AgriTech,Karnataka,Series C,13.51,Low,37047.41,8,5.95,8.3,2024-11-14
OPP18895,Real Estate,AgriTech,Assam,,13.92,Low,39159.53,3,18.28,4.3,2024-07-20
OPP18904,Real Estate,AgriTech,Arunachal Pradesh,,26.03,High,30363.14,5,24.11,1.2,2024-08-09
OPP18924,Real Estate,AgriTech,Chhattisgarh,,37.62,High,10324.38,2,9.14,7.1,2024-07-12
OPP18933,Startup,AgriTech,Sikkim,Series A,25.28,High,7412.02,7,28.55,5.8,2024-07-06
OPP18942,Startup,AgriTech,Himachal Pradesh,IPO,43.39,High,4485.89,5,9.59,6.7,2025-06-29
OPP18991,Startup,AgriTech,Sikkim,Public,8.37,Medium,30177.25,7,25.49,1.8,2024-07-03
OPP19038,Real Estate,AgriTech,Goa,,22.55,Medium,43914.37,4,11.91,8.2,2024-09-04
OPP19039,Real Estate,AgriTech,Sikkim,,35.16,High,32875.98,8,24.81,4.0,2025-03-24
OPP19044,Real Estate,AgriTech,Arunachal Pradesh,,21.44,High,37042.62,10,15.37,8.1,2024-12-10
OPP19049,Startup,AgriTech,Chhattisgarh,Series C,35.92,Medium,9143.57,2,19.06,5.4,2024-07-04
OPP19061,Real Estate,AgriTech,Gujarat,,41.1,Medium,37199.06,8,26.61,2.7,2025-05-23
OPP19092,Startup,AgriTech,Goa,Series B,23.6,Medium,47804.44,9,29.23,3.6,2025-04-07
OPP19098,Real Estate,AgriTech,Uttarakhand,,24.59,Low,44702.32,7,28.03,2.0,2025-06-30
OPP19100,Startup,AgriTech,Kerala,Seed,28.55,Medium,14874.77,6,28.55,8.5,2024-09-10
OPP19107,Real Estate,AgriTech,West Bengal,,26.69,Medium,26918.13,2,9.45,2.9,2024-11-15
OPP19126,Real Estate,AgriTech,Arunachal Pradesh,,37.36,Low,17623.65,4,11.94,8.3,2025-04-01
OPP19129,Startup,AgriTech,Jharkhand,Series B,27.43,Medium,10021.44,5,22.06,1.4,2025-05-07
OPP19167,Real Estate,AgriTech,Goa,,34.1,Medium,8595.26,3,12.95,1.0,2024-10-19
OPP19181,Startup,AgriTech,Maharashtra,Seed,35.21,Medium,44522.53,2,17.35,8.7,2025-05-30
OPP19192,Real Estate,AgriTech,Karnataka,,23.22,Medium,29943.53,8,5.02,9.0,2025-03-03
OPP19206,Real Estate,AgriTech,West Bengal,,42.82,High,46819.72,9,26.96,5.8,2024-08-25
OPP19212,Startup,AgriTech,Karnataka,IPO,12.72,High,15111.21,10,16.89,5.0,2025-05-25
OPP19242,Startup,AgriTech,Sikkim,Series A,19.76,High,41224.03,2,24.4,6.1,2025-05-20
OPP19249,Startup,AgriTech,Uttar Pradesh,IPO,19.76,Low,40225.17,9,26.72,2.9,2025-01-25
OPP19286,Real Estate,AgriTech,Uttarakhand,,25.82,Low,42816.95,2,21.82,4.8,2025-05-22
OPP19289,Startup,AgriTech,Gujarat,Series B,18.98,Medium,15729.43,9,13.84,4.2,2024-08-26
OPP19329,Startup,AgriTech,Madhya Pradesh,IPO,13.55,Medium,34179.15,2,20.6,10.0,2024-11-22
OPP19345,Startup,AgriTech,Madhya Pradesh,Seed,34.49,Medium,44569.21,10,9.41,4.6,2025-05-25
OPP19349,Startup,AgriTech,Himachal Pradesh,Series A,19.47,Low,6209.01,4,18.87,2.5,2024-12-07
OPP19445,Startup,AgriTech,Punjab,Series B,44.28,Medium,19400.56,1,17.06,2.3,2024-12-23
OPP19447,Startup,AgriTech,Uttarakhand,Public,24.01,Low,3943.82,3,28.96,7.2,2024-10-28
OPP19455,Startup,AgriTech,Tamil Nadu,Public,32.47,High,48476.2,3,12.97,9.4,2024-07-23
OPP19457,Startup,AgriTech,Karnataka,Series C,20.16,Medium,21893.42,9,27.25,10.0,2024-09-02
OPP19473,Real Estate,AgriTech,Rajasthan,,17.08,High,47021.25,8,17.48,2.5,2024-12-13
OPP19495,Real Estate,AgriTech,Uttarakhand,,34.33,Low,13458.76,3,19.53,7.3,2024-08-28
OPP19496,Startup,AgriTech,Nagaland,Public,17.46,Low,41166.82,10,5.71,4.1,2024-08-05
OPP19498,Real Estate,AgriTech,Telangana,,38.79,High,38924.25,4,23.38,8.2,2025-03-02
OPP19550,Real Estate,AgriTech,Haryana,,17.38,Medium,38740.32,5,5.24,2.0,2025-06-21
OPP19559,Startup,AgriTech,Andhra Pradesh,Series B,39.57,High,48210.97,9,25.32,8.9,2025-01-23
OPP19586,Real Estate,AgriTech,Andhra Pradesh,,37.21,High,16322.51,3,20.61,6.4,2025-03-29
OPP19588,Real Estate,AgriTech,Haryana,,33.29,Medium,36516.71,7,29.75,5.0,2025-03-15
OPP19593,Real Estate,AgriTech,Andhra Pradesh,,40.32,Low,21943.58,2,11.84,8.2,2024-12-08
OPP19595,Startup,AgriTech,Andhra Pradesh,Seed,38.44,Medium,7336.8,1,15.86,2.5,2025-06-13
OPP19618,Real Estate,AgriTech,Madhya Pradesh,,40.1,Low,17861.38,9,10.55,9.6,2025-05-24
OPP19623,Real Estate,AgriTech,Uttar Pradesh,,7.77,High,44856.48,3,25.52,7.5,2024-07-27
OPP19661,Startup,AgriTech,Jharkhand,IPO,38.2,Low,23365.33,7,7.02,4.2,2024-10-21
OPP19675,Real Estate,AgriTech,Odisha,,31.47,High,39707.76,10,27.58,4.0,2024-10-09
OPP19688,Real Estate,AgriTech,Bihar,,34.85,Medium,44652.47,8,7.29,1.8,2024-10-10
OPP19726,Real Estate,AgriTech,West Bengal,,40.11,Low,49167.33,10,6.9,6.5,2025-02-09
OPP19738,Real Estate,AgriTech,Mizoram,,17.81,Medium,31651.64,5,21.01,9.2,2025-01-20
OPP19748,Real Estate,AgriTech,Madhya Pradesh,,11.9,Medium,25674.97,7,12.91,5.9,2025-03-29
OPP19758,Startup,AgriTech,Uttarakhand,Series B,26.7,Low,3132.06,8,7.16,5.4,2024-07-03
OPP19794,Real Estate,AgriTech,Tripura,,17.04,Medium,22966.31,9,17.8,1.6,2025-06-15
OPP19816,Real Estate,AgriTech,Rajasthan,,6.08,High,38516.08,2,13.57,9.4,2024-08-30
OPP19835,Startup,AgriTech,Mizoram,Series A,15.11,High,26765.17,9,10.06,4.5,2025-02-18
OPP19841,Startup,AgriTech,Himachal Pradesh,Public,6.44,Medium,2177.41,6,28.05,9.2,2024-10-30
OPP19888,Real Estate,AgriTech,Uttar Pradesh,,19.62,Low,11425.77,1,29.06,9.7,2025-06-17
OPP19890,Real Estate,AgriTech,Rajasthan,,34.23,Medium,34302.79,1,19.83,1.4,2024-11-23
OPP19892,Startup,AgriTech,Goa,Series A,25.81,Low,7015.74,5,29.29,9.0,2025-02-27
OPP19896,Real Estate,AgriTech,Maharashtra,,25.07,High,16153.52,5,10.18,9.6,2025-02-13
OPP19904,Startup,AgriTech,Rajasthan,Public,15.2,High,49912.13,2,11.78,4.0,2025-05-12
OPP19908,Startup,AgriTech,Kerala,Series C,37.18,High,23159.66,4,17.0,1.8,2024-11-20
OPP19935,Real Estate,AgriTech,Sikkim,,22.08,Low,27864.35,1,25.27,1.3,2025-03-26
OPP19945,Startup,AgriTech,West Bengal,Seed,39.13,High,24022.87,6,7.55,7.6,2024-12-04
OPP19952,Real Estate,AgriTech,Sikkim,,43.87,Medium,30288.21,1,26.7,8.1,2025-04-22
OPP19959,Real Estate,AgriTech,Jharkhand,,36.39,High,29292.23,4,21.42,5.6,2025-02-10
OPP20006,Real Estate,AgriTech,Tamil Nadu,,44.55,Medium,43134.03,5,27.53,4.7,2025-04-20
OPP20021,Real Estate,AgriTech,Andhra Pradesh,,43.73,Medium,19780.74,2,18.98,6.7,2024-12-06
OPP20027,Startup,AgriTech,West Bengal,Public,41.76,High,16758.58,10,26.01,7.1,2024-10-03
OPP20037,Real Estate,AgriTech,Mizoram,,14.22,High,37241.64,10,21.08,7.4,2024-10-12
OPP20056,Real Estate,AgriTech,Maharashtra,,39.87,Medium,10343.72,7,13.45,1.3,2024-08-10
OPP20058,Real Estate,AgriTech,Tripura,,40.17,Low,34276.52,3,8.1,1.2,2025-01-18
OPP20081,Startup,AgriTech,West Bengal,Series C,7.7,Low,14928.91,9,11.71,8.1,2024-10-25
OPP20100,Startup,AgriTech,Assam,Series A,42.96,Low,35970.47,9,16.9,9.4,2025-06-26
OPP20106,Real Estate,AgriTech,Telangana,,24.57,High,37138.52,10,21.08,8.0,2024-09-23
OPP20137,Startup,AgriTech,Gujarat,Public,5.08,Medium,41524.76,8,7.08,2.2,2025-04-28
OPP20150,Real Estate,AgriTech,Haryana,,16.27,High,39252.15,8,28.79,8.6,2024-11-10
OPP20151,Real Estate,AgriTech,Tripura,,39.65,Medium,8629.91,8,29.99,7.9,2025-01-05
OPP20160,Real Estate,AgriTech,Kerala,,31.2,High,47762.58,7,27.71,3.4,2024-08-16
OPP20169,Real Estate,AgriTech,Punjab,,42.69,Low,39025.97,6,18.55,3.0,2024-12-08
OPP20175,Real Estate,AgriTech,Telangana,,21.39,Medium,27607.98,4,14.0,2.4,2024-07-17
OPP20185,Real Estate,AgriTech,Bihar,,38.04,High,34418.46,10,8.68,4.8,2024-10-08
OPP20211,Real Estate,AgriTech,Uttarakhand,,43.16,Low,15139.27,6,10.56,9.9,2025-01-08
OPP20245,Startup,AgriTech,Uttarakhand,IPO,35.14,Medium,13041.82,9,29.84,5.7,2024-10-18
OPP20271,Startup,AgriTech,West Bengal,Seed,20.83,Low,10809.17,2,8.68,6.3,2024-08-22
OPP20283,Startup,AgriTech,Sikkim,IPO,26.86,Low,33162.81,10,21.27,3.7,2025-03-18
OPP20286,Startup,AgriTech,Tamil Nadu,Series C,31.63,High,45828.6,2,9.09,7.4,2024-07-07
OPP20289,Real Estate,AgriTech,Madhya Pradesh,,6.05,High,20934.62,1,13.06,9.5,2025-05-03
OPP20313,Startup,AgriTech,Uttarakhand,Public,10.64,High,34750.43,3,28.68,6.6,2025-01-27
OPP20321,Real Estate,AgriTech,Assam,,6.24,Low,31513.95,1,17.49,8.8,2025-02-02
OPP20329,Startup,AgriTech,Odisha,Series C,42.03,Low,29539.22,8,12.89,8.8,2025-05-20
OPP20363,Startup,AgriTech,Meghalaya,Series C,40.68,Low,19369.18,8,21.15,9.0,2024-09-11
OPP20366,Startup,AgriTech,Chhattisgarh,Seed,31.77,Medium,44774.75,6,9.24,3.8,2025-02-15
OPP20367,Startup,AgriTech,Kerala,IPO,44.93,High,32871.66,5,9.21,5.8,2025-01-04
OPP20370,Real Estate,AgriTech,Himachal Pradesh,,8.94,Medium,4886.09,5,24.74,5.2,2025-02-22
OPP20371,Real Estate,AgriTech,Karnataka,,34.95,Low,3391.03,9,26.41,9.9,2024-11-29
OPP20413,Real Estate,AgriTech,Uttarakhand,,6.86,Low,20988.54,7,14.5,5.4,2024-10-06
OPP20423,Real Estate,AgriTech,Kerala,,37.41,High,24780.45,7,20.7,9.7,2024-07-19
OPP20449,Startup,AgriTech,Gujarat,Series B,18.81,High,13334.99,7,14.99,9.2,2024-08-19
OPP20450,Real Estate,AgriTech,Tamil Nadu,,25.43,Medium,18385.55,7,22.73,8.6,2025-02-15
OPP20467,Startup,AgriTech,Kerala,IPO,32.14,Medium,33256.93,5,25.22,5.4,2024-09-16
OPP20471,Startup,AgriTech,Tamil Nadu,Seed,26.79,High,44175.37,5,15.83,2.3,2025-03-24
OPP20479,Startup,AgriTech,Sikkim,Series A,20.42,High,43679.89,10,27.06,4.6,2024-08-23
OPP20488,Startup,AgriTech,Gujarat,Series B,39.5,Medium,38800.01,3,8.72,10.0,2024-11-01
OPP20492,Startup,AgriTech,Jharkhand,Seed,8.03,High,49939.14,6,20.19,4.7,2024-08-09
OPP20498,Real Estate,AgriTech,Uttarakhand,,38.22,Low,14446.46,8,23.01,1.1,2025-05-17
OPP20521,Real Estate,AgriTech,Maharashtra,,17.44,High,33404.81,4,12.43,1.7,2025-05-06
OPP20540,Real Estate,AgriTech,Maharashtra,,15.63,Medium,1941.04,1,5.16,9.7,2024-09-07
OPP20552,Startup,AgriTech,Bihar,Series C,9.26,High,44283.46,9,10.25,8.1,2025-03-25
OPP20553,Real Estate,AgriTech,Tripura,,34.53,High,45646.07,4,12.52,6.8,2024-12-06
OPP20597,Startup,AgriTech,Arunachal Pradesh,Series B,6.02,High,32331.96,6,16.78,7.2,2025-04-03
OPP20600,Startup,AgriTech,Meghalaya,Public,27.98,High,11530.17,1,7.1,9.2,2024-07-24
OPP20615,Real Estate,AgriTech,Maharashtra,,21.52,Low,24265.18,7,8.1,5.5,2025-04-04
OPP20624,Startup,AgriTech,Manipur,Public,14.65,Medium,32981.71,9,19.17,5.4,2025-03-11
OPP20628,Startup,AgriTech,Madhya Pradesh,Seed,21.76,Medium,44010.09,5,15.57,2.2,2025-05-29
OPP20649,Startup,AgriTech,Madhya Pradesh,IPO,24.86,Low,17141.84,5,14.38,2.8,2024-07-14
OPP20650,Real Estate,AgriTech,Meghalaya,,7.42,Low,20564.34,4,27.76,1.5,2025-07-02
OPP20659,Real Estate,AgriTech,West Bengal,,10.94,Medium,44689.07,4,14.53,5.0,2025-01-08
OPP20667,Startup,AgriTech,Rajasthan,Series C,18.37,Low,15713.04,10,15.1,1.7,2024-08-17
OPP20670,Startup,AgriTech,Himachal Pradesh,Series B,14.95,High,41728.86,5,6.31,1.7,2024-10-16
OPP20713,Real Estate,AgriTech,Karnataka,,7.96,Medium,30102.02,9,6.03,2.5,2024-09-20
OPP20716,Startup,AgriTech,Karnataka,Series B,21.02,Medium,22384.3,2,21.05,1.3,2024-11-19
OPP20725,Startup,AgriTech,Gujarat,Series A,30.04,High,29432.38,6,14.51,5.1,2024-12-12
OPP20756,Startup,AgriTech,Uttarakhand,Public,23.55,Low,18276.72,9,25.19,4.2,2024-09-13
OPP20767,Startup,AgriTech,Rajasthan,Series C,40.24,Low,2957.03,4,8.03,3.5,2024-11-02
OPP20786,Real Estate,AgriTech,Uttarakhand,,10.54,Low,41236.51,2,18.53,8.2,2025-01-15
OPP20791,Startup,AgriTech,West Bengal,Series C,11.58,High,48960.96,8,6.81,6.3,2024-11-04
OPP20809,Real Estate,AgriTech,Sikkim,,28.05,Medium,37522.38,5,25.33,6.6,2024-12-29
OPP20823,Startup,AgriTech,Goa,Series C,37.4,Medium,25280.03,1,23.81,3.2,2025-01-08
OPP20837,Real Estate,AgriTech,Sikkim,,16.3,High,47702.53,7,19.81,4.0,2025-05-22
OPP20848,Real Estate,AgriTech,Madhya Pradesh,,30.61,Low,5920.87,3,21.39,7.4,2024-11-10
OPP20853,Real Estate,AgriTech,Haryana,,19.58,Low,21102.22,7,13.19,2.7,2025-03-16
OPP20867,Real Estate,AgriTech,Madhya Pradesh,,18.74,Medium,12109.79,1,5.03,1.5,2025-02-13
OPP20925,Startup,AgriTech,Kerala,Series B,40.8,High,16931.04,7,9.62,4.1,2025-05-28
OPP20931,Real Estate,AgriTech,Tamil Nadu,,23.76,Medium,9287.79,3,25.83,2.5,2025-02-19
OPP20935,Real Estate,AgriTech,Gujarat,,29.85,Low,44604.23,10,11.99,6.3,2025-05-10
OPP20936,Real Estate,AgriTech,Bihar,,15.8,Medium,25719.86,10,7.04,2.9,2025-06-21
OPP20942,Real Estate,AgriTech,Maharashtra,,43.36,Low,43829.65,2,6.18,9.0,2025-03-15
OPP20946,Real Estate,AgriTech,Andhra Pradesh,,12.73,Medium,6894.0,10,20.72,3.3,2025-07-02
OPP20954,Real Estate,AgriTech,Bihar,,33.97,Medium,7149.5,5,29.09,9.9,2024-09-05
OPP20963,Startup,AgriTech,Tamil Nadu,Series C,13.4,Medium,13386.93,5,21.53,9.1,2025-02-20
OPP20981,Real Estate,AgriTech,Karnataka,,33.29,Medium,7246.85,1,26.99,5.2,2025-06-18
OPP20990,Startup,AgriTech,Maharashtra,Seed,40.8,Low,45432.01,2,13.9,6.5,2024-09-01
OPP20993,Real Estate,AgriTech,Telangana,,30.65,Medium,3314.9,4,24.75,3.1,2024-12-30
OPP20995,Real Estate,AgriTech,Meghalaya,,30.4,High,41497.18,4,28.7,9.4,2025-05-15
OPP20998,Real Estate,AgriTech,Andhra Pradesh,,7.03,Medium,35296.78,7,6.06,6.1,2024-12-10
OPP21019,Startup,AgriTech,Goa,IPO,34.92,Low,6151.22,4,12.24,4.4,2025-01-25
OPP21022,Startup,AgriTech,Jharkhand,IPO,29.02,Low,36006.75,8,24.02,4.7,2024-11-14
OPP21029,Startup,AgriTech,Bihar,Series B,10.45,Low,19543.18,8,7.29,3.9,2024-10-22
OPP21083,Startup,AgriTech,Gujarat,Series A,21.53,Low,27436.28,3,9.08,1.3,2025-04-20
OPP21084,Real Estate,AgriTech,Meghalaya,,6.61,High,45146.56,10,5.86,8.3,2024-09-23
OPP21093,Real Estate,AgriTech,West Bengal,,36.85,High,12029.71,5,25.51,2.8,2024-12-02
OPP21102,Startup,AgriTech,Kerala,Public,26.95,High,8965.66,4,6.65,3.1,2025-06-30
OPP21110,Startup,AgriTech,Andhra Pradesh,Seed,16.46,High,47139.33,4,25.13,8.2,2025-04-02
OPP21119,Startup,AgriTech,Himachal Pradesh,Series A,13.54,Low,48058.19,9,6.24,2.8,2024-09-14
OPP21159,Startup,AgriTech,Haryana,IPO,30.96,Medium,9990.18,3,14.94,2.5,2024-11-22
OPP21178,Real Estate,AgriTech,Tripura,,24.84,High,38930.1,10,18.54,7.8,2025-03-14
OPP21241,Real Estate,AgriTech,West Bengal,,14.85,Medium,40588.06,1,14.13,7.8,2024-11-18
OPP21246,Startup,AgriTech,Himachal Pradesh,Series A,5.31,Medium,17072.34,6,17.51,3.0,2024-09-29
OPP21252,Startup,AgriTech,Andhra Pradesh,IPO,14.49,Low,5372.68,4,11.08,8.7,2024-08-28
OPP21280,Real Estate,AgriTech,Kerala,,35.18,Low,48939.93,1,20.87,3.7,2024-07-06
OPP21292,Startup,AgriTech,Uttarakhand,Seed,14.51,Medium,16190.41,1,7.36,2.4,2025-06-14
OPP21305,Real Estate,AgriTech,West Bengal,,23.66,Medium,13909.4,7,11.54,7.8,2025-04-28
OPP21309,Startup,AgriTech,Karnataka,IPO,39.05,High,25974.35,1,16.87,9.6,2024-08-01
OPP21312,Startup,AgriTech,Tamil Nadu,Series B,12.75,High,2342.99,5,6.28,5.0,2024-09-18
OPP21327,Real Estate,AgriTech,Maharashtra,,30.17,Low,41097.83,1,18.81,8.8,2025-03-14
OPP21367,Startup,AgriTech,Tamil Nadu,Series C,21.63,Low,33094.89,5,25.37,2.9,2025-04-24
OPP21404,Real Estate,AgriTech,Mizoram,,18.81,High,7585.39,1,27.11,8.5,2024-11-11
OPP21424,Startup,AgriTech,Haryana,Seed,25.1,Low,4782.42,8,26.35,6.7,2024-09-02
OPP21443,Startup,AgriTech,Tripura,Series C,38.13,High,12166.08,1,28.88,4.1,2025-01-24
OPP21451,Startup,AgriTech,Tamil Nadu,Seed,13.9,Low,13167.17,8,12.98,9.5,2024-08-22
OPP21482,Startup,AgriTech,Jharkhand,Public,30.81,Low,49714.33,8,18.49,8.8,2024-09-08
OPP21506,Real Estate,AgriTech,Himachal Pradesh,,34.27,High,17307.75,7,12.75,2.1,2025-01-19
OPP21509,Startup,AgriTech,Nagaland,Series B,37.77,Medium,16489.9,8,13.01,6.0,2024-10-01
OPP21511,Real Estate,AgriTech,Jharkhand,,31.6,High,4924.92,7,6.71,1.7,2024-07-18
OPP21520,Real Estate,AgriTech,Rajasthan,,35.66,High,10913.52,6,20.35,5.4,2025-06-27
OPP21545,Startup,AgriTech,Madhya Pradesh,Series C,26.19,Low,46269.57,2,13.76,1.5,2024-08-22
OPP21555,Real Estate,AgriTech,Goa,,8.5,Low,27680.17,3,12.26,9.3,2025-05-17
OPP21573,Real Estate,AgriTech,Gujarat,,23.76,Low,24198.38,3,13.7,3.4,2024-11-28
OPP21598,Real Estate,AgriTech,Assam,,33.99,High,28712.5,8,22.25,3.6,2024-09-03
OPP21603,Real Estate,AgriTech,Andhra Pradesh,,16.5,Medium,33411.99,1,12.92,7.1,2025-04-17
OPP21639,Startup,AgriTech,Punjab,Series B,43.6,Low,44650.22,3,7.11,4.0,2025-04-05
OPP21647,Real Estate,AgriTech,Madhya Pradesh,,42.85,High,39489.31,10,5.04,9.7,2024-07-16
OPP21662,Real Estate,AgriTech,Goa,,31.33,Medium,39726.47,9,16.91,4.9,2025-04-05
